Date,Ticker,Open,High,Low,Close,Volume,Adj Close
2015-02-05,BOA,0.28,0.33,0.28,0.33,000,0.33
2015-02-04,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-02-03,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-02-02,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-30,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-29,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-28,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-27,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-26,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-23,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-22,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-21,BOA,0.33,0.33,0.33,0.33,000,0.33
2015-01-20,BOA,0.28,0.33,0.28,0.33,1400,0.33
2015-01-19,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-16,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-15,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-14,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-13,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-12,BOA,0.28,0.28,0.28,0.28,000,0.28
2015-01-09,BOA,0.30,0.30,0.28,0.28,2300,0.28
2015-01-08,BOA,0.32,0.32,0.32,0.32,000,0.32
2015-01-07,BOA,0.37,0.37,0.32,0.32,1500,0.32
2015-01-06,BOA,0.36,0.36,0.36,0.36,000,0.36
2015-01-05,BOA,0.36,0.36,0.36,0.36,000,0.36
2015-01-02,BOA,0.35,0.36,0.35,0.36,1600,0.36
2015-01-01,BOA,0.34,0.34,0.34,0.34,000,0.34
2014-12-31,BOA,0.34,0.34,0.34,0.34,000,0.34
2014-12-30,BOA,0.34,0.34,0.34,0.34,000,0.34
2014-12-29,BOA,0.34,0.34,0.34,0.34,1000,0.34
2014-12-26,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-12-25,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-12-24,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-12-23,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-12-22,BOA,0.31,0.31,0.31,0.31,2200,0.31
2014-12-19,BOA,0.35,0.35,0.31,0.31,400,0.31
2014-12-18,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-12-17,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-12-16,BOA,0.34,0.35,0.34,0.35,100,0.35
2014-12-15,BOA,0.29,0.34,0.29,0.34,3900,0.34
2014-12-12,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-12-11,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-12-10,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-12-09,BOA,0.29,0.29,0.29,0.29,500,0.29
2014-12-08,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-12-05,BOA,0.32,0.38,0.28,0.28,2800,0.28
2014-12-04,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-12-03,BOA,0.31,0.31,0.29,0.29,3100,0.29
2014-12-02,BOA,0.28,0.33,0.28,0.33,700,0.33
2014-12-01,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-11-28,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-11-27,BOA,0.27,0.27,0.27,0.27,2900,0.27
2014-11-26,BOA,0.27,0.27,0.27,0.27,4100,0.27
2014-11-25,BOA,0.28,0.28,0.28,0.28,3700,0.28
2014-11-24,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-11-21,BOA,0.30,0.30,0.27,0.27,3000,0.27
2014-11-20,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-11-19,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-11-18,BOA,0.38,0.38,0.31,0.31,300,0.31
2014-11-17,BOA,0.33,0.39,0.33,0.39,3000,0.39
2014-11-14,BOA,0.32,0.32,0.32,0.32,200,0.32
2014-11-13,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-11-12,BOA,0.34,0.34,0.28,0.28,300,0.28
2014-11-11,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-10,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-07,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-06,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-05,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-04,BOA,0.35,0.35,0.35,0.35,000,0.35
2014-11-03,BOA,0.35,0.35,0.35,0.35,6800,0.35
2014-10-31,BOA,0.33,0.33,0.33,0.33,000,0.33
2014-10-30,BOA,0.33,0.33,0.33,0.33,000,0.33
2014-10-29,BOA,0.32,0.33,0.32,0.33,000,0.33
2014-10-28,BOA,0.32,0.32,0.32,0.32,000,0.32
2014-10-27,BOA,0.32,0.32,0.32,0.32,000,0.32
2014-10-24,BOA,0.32,0.32,0.32,0.32,000,0.32
2014-10-23,BOA,0.31,0.32,0.31,0.32,3000,0.32
2014-10-22,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-10-21,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-10-20,BOA,0.31,0.31,0.27,0.27,5400,0.27
2014-10-17,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-10-16,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-10-15,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-10-14,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-10-13,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-10-10,BOA,0.31,0.31,0.30,0.31,1000,0.31
2014-10-09,BOA,0.27,0.29,0.27,0.29,5900,0.29
2014-10-08,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-10-07,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-10-06,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-10-03,BOA,0.26,0.26,0.26,0.26,100,0.26
2014-10-02,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-10-01,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-30,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-29,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-26,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-25,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-24,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-23,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-22,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-19,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-09-18,BOA,0.25,0.25,0.23,0.23,4900,0.23
2014-09-17,BOA,0.26,0.29,0.25,0.29,15200,0.29
2014-09-16,BOA,0.20,0.26,0.20,0.26,14000,0.26
2014-09-15,BOA,0.21,0.21,0.20,0.20,3000,0.20
2014-09-12,BOA,0.21,0.21,0.20,0.20,2000,0.20
2014-09-11,BOA,0.21,0.21,0.20,0.20,600,0.20
2014-09-10,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-09,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-08,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-05,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-04,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-03,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-02,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-09-01,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-08-29,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-08-28,BOA,0.20,0.20,0.20,0.20,000,0.20
2014-08-27,BOA,0.21,0.21,0.20,0.20,2700,0.20
2014-08-26,BOA,0.23,0.23,0.23,0.23,000,0.23
2014-08-25,BOA,0.20,0.23,0.20,0.23,400,0.23
2014-08-22,BOA,0.22,0.22,0.22,0.22,000,0.22
2014-08-21,BOA,0.22,0.22,0.22,0.22,000,0.22
2014-08-20,BOA,0.22,0.22,0.22,0.22,000,0.22
2014-08-19,BOA,0.22,0.22,0.22,0.22,000,0.22
2014-08-18,BOA,0.22,0.22,0.18,0.22,5800,0.22
2014-08-15,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-08-14,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-08-13,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-08-12,BOA,0.26,0.26,0.26,0.26,000,0.26
2014-08-11,BOA,0.27,0.27,0.26,0.26,2700,0.26
2014-08-08,BOA,0.26,0.28,0.21,0.28,32500,0.28
2014-08-07,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-08-06,BOA,0.27,0.27,0.27,0.27,300,0.27
2014-08-05,BOA,0.27,0.27,0.27,0.27,100,0.27
2014-08-04,BOA,0.27,0.27,0.27,0.27,100,0.27
2014-08-01,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-07-31,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-07-30,BOA,0.28,0.28,0.28,0.28,1400,0.28
2014-07-29,BOA,0.28,0.28,0.28,0.28,1700,0.28
2014-07-28,BOA,0.27,0.28,0.27,0.28,000,0.28
2014-07-25,BOA,0.27,0.27,0.27,0.27,000,0.27
2014-07-24,BOA,0.27,0.27,0.27,0.27,300,0.27
2014-07-23,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-07-22,BOA,0.28,0.28,0.28,0.28,000,0.28
2014-07-21,BOA,0.29,0.29,0.28,0.28,2500,0.28
2014-07-18,BOA,0.31,0.32,0.29,0.29,800,0.29
2014-07-17,BOA,0.29,0.30,0.29,0.30,2000,0.30
2014-07-16,BOA,0.30,0.32,0.29,0.29,9400,0.29
2014-07-15,BOA,0.33,0.33,0.33,0.33,3000,0.33
2014-07-14,BOA,0.29,0.29,0.29,0.29,600,0.29
2014-07-11,BOA,0.30,0.30,0.30,0.30,000,0.30
2014-07-10,BOA,0.30,0.30,0.30,0.30,2600,0.30
2014-07-09,BOA,0.30,0.30,0.30,0.30,000,0.30
2014-07-08,BOA,0.30,0.30,0.30,0.30,3500,0.30
2014-07-07,BOA,0.30,0.30,0.29,0.29,3100,0.29
2014-07-04,BOA,0.35,0.35,0.30,0.30,1300,0.30
2014-07-03,BOA,0.30,0.36,0.30,0.36,2400,0.36
2014-07-02,BOA,0.31,0.32,0.30,0.30,9200,0.30
2014-07-01,BOA,0.34,0.34,0.30,0.30,2000,0.30
2014-06-30,BOA,0.40,0.40,0.40,0.40,000,0.40
2014-06-27,BOA,0.40,0.40,0.40,0.40,000,0.40
2014-06-26,BOA,0.40,0.40,0.40,0.40,000,0.40
2014-06-25,BOA,0.40,0.40,0.40,0.40,000,0.40
2014-06-24,BOA,0.39,0.40,0.39,0.40,100,0.40
2014-06-23,BOA,0.37,0.37,0.37,0.37,000,0.37
2014-06-20,BOA,0.31,0.37,0.31,0.37,2700,0.37
2014-06-19,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-06-18,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-06-17,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-06-16,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-06-13,BOA,0.31,0.31,0.31,0.31,000,0.31
2014-06-12,BOA,0.34,0.34,0.31,0.31,6600,0.31
2014-06-11,BOA,0.38,0.38,0.32,0.33,2900,0.33
2014-06-10,BOA,0.37,0.37,0.37,0.37,000,0.37
2014-06-09,BOA,0.36,0.38,0.35,0.37,3300,0.37
2014-06-06,BOA,0.29,0.34,0.29,0.34,11300,0.34
2014-06-05,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-06-04,BOA,0.29,0.29,0.29,0.29,000,0.29
2014-06-03,BOA,0.29,0.29,0.29,0.29,100,0.29
2014-06-02,BOA,0.29,0.29,0.29,0.29,100,0.29
2014-05-30,BOA,0.29,0.34,0.29,0.29,1400,0.29
2014-05-29,BOA,0.29,0.29,0.29,0.29,4300,0.29
2014-05-28,BOA,0.30,0.30,0.30,0.30,000,0.30
2014-05-27,BOA,0.32,0.32,0.30,0.30,3400,0.30
2014-05-26,BOA,0.30,0.30,0.30,0.30,000,0.30
2014-05-23,BOA,0.30,0.30,0.30,0.30,000,0.30
2014-05-22,BOA,0.32,0.32,0.30,0.30,18000,0.30
2014-05-21,BOA,0.34,0.34,0.34,0.34,1200,0.34
2014-05-20,BOA,0.36,0.39,0.32,0.34,15500,0.34
2014-05-19,BOA,0.43,0.48,0.35,0.36,35200,0.36
2014-05-16,BOA,0.52,0.52,0.34,0.48,6500,0.48
2014-05-15,BOA,0.52,0.53,0.52,0.53,000,0.53
2014-05-14,BOA,0.50,0.53,0.49,0.52,6400,0.52
2014-05-13,BOA,0.35,0.42,0.35,0.42,12300,0.42
2014-05-12,BOA,0.47,0.47,0.38,0.41,8600,0.41
2014-05-09,BOA,0.47,0.48,0.44,0.48,1100,0.48
2014-05-08,BOA,0.46,0.47,0.38,0.47,500,0.47
2014-05-07,BOA,0.44,0.48,0.43,0.47,1400,0.47
2014-05-06,BOA,0.57,0.57,0.46,0.48,6500,0.48
2014-05-05,BOA,0.53,0.59,0.44,0.58,7200,0.58
2014-05-02,BOA,0.70,0.72,0.59,0.66,11400,0.66
2014-05-01,BOA,0.60,0.60,0.60,0.60,000,0.60
2014-04-30,BOA,0.50,0.60,0.50,0.60,24900,0.60
2014-04-29,BOA,0.50,0.50,0.46,0.50,5700,0.50
2014-04-28,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-25,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-24,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-23,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-22,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-21,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-18,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-17,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-16,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-15,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-14,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-11,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-10,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-09,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-08,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-07,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-04,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-03,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-02,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-04-01,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-31,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-28,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-27,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-26,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-25,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-24,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-21,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-20,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-19,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-18,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-17,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-14,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-13,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-12,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-11,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-10,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-07,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-06,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-05,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-04,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-03-03,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-28,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-27,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-26,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-25,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-24,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-21,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-20,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-19,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-18,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-17,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-14,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-13,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-12,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-11,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-10,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-07,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-06,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-05,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-04,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-02-03,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-31,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-30,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-29,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-28,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-27,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-24,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-23,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-22,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-21,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-20,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-17,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-16,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-15,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-14,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-13,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-10,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-09,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-08,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-07,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-06,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-03,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-02,BOA,0.25,0.25,0.25,0.25,000,0.25
2014-01-01,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-31,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-30,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-27,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-26,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-25,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-24,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-23,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-20,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-19,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-18,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-17,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-16,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-13,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-12,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-11,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-10,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-09,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-06,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-05,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-04,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-03,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-12-02,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-29,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-28,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-27,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-26,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-25,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-22,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-21,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-20,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-19,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-18,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-15,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-14,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-13,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-12,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-11,BOA,0.25,0.25,0.25,0.25,000,0.25
2013-11-08,BOA,0.25,0.25,0.25,0.25,000,0.25
